code,name_short,gender,function,country,nationality,height,weight,disciplines,events,birth_date,occupation,education,family,lang
1532872,ALEKSANYAN A,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",21/10/1991,Athlete,"Graduated from Shirak State University (Gyumri, ARM)","Father, Gevorg Aleksanyan","Armenian, English, Russian"
1532873,AMOYAN M,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",22/01/1999,,,,Armenian
1532874,GALSTYAN S,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Greco-Roman 67kg""]",21/12/1996,,,,Armenian
1532944,HARUTYUNYAN A,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Freestyle 57kg""]",22/11/1999,Athlete,Graduated with a Master's degree from the Armenian State Institute of Physical Culture and Sport (2023),"Wife, Diana (married October 2022). Daughter, Marias (born 2023)",Armenian
1532945,TEVANYAN V,Male,Athlete,Armenia,Armenia,0,0,['Wrestling'],"[""Men's Freestyle 65kg""]",27/10/1999,Athlete,"Studied at the Armenian State Institute of Physical Culture and Sport (Yerevan, ARM)","Wife, Sona (married November 2023)","Armenian, Russian"
1532951,ARENAS L,Female,Athlete,Colombia,Colombia,162,0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",17/09/1993,Athlete,"Physical Education at Jaime Isaza Cadavid Colombian Polytechnic, Medellin (COL)","Father, Jose Otoniel. Mother, Maria Rudy. Has three siblings",Spanish
1533112,McKENZIE A,Male,Athlete,Jamaica,Jamaica,0,0,['Judo'],['Men -60 kg'],17/07/1989,Athlete,,"One daughter, Lana-Rose, who lives in France",English
1533136,BASS BITTAYE GM,Female,Athlete,Gambia,Gambia,161,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",3/05/1995,"Athlete, police officer (sub-inspector)",,"Husband, Mustapha Bittaye - physical education lecturer and football referee (married October 2023). One sister and two brothers","English, French"
1533176,CAMARA E,Male,Athlete,Gambia,Gambia,178,0,['Athletics'],"[""Men's 100m""]",18/09/1996,"Athlete, prison officer",,Married. One daughter. Has three brothers,"Arabic, English, French, Mandinka, Wolof"
1533188,RUEDA SANTOS L,Female,Athlete,Mexico,Mexico,0,0,['Triathlon'],"[""Women's Individual""]",7/03/1994,Athlete,Studied Medicine at the University of Guadalajara (MEX),,Spanish
1533189,TAPIA VIDAL RM,Female,Athlete,Mexico,Mexico,0,0,['Triathlon'],"[""Women's Individual""]",27/08/1997,Athlete,"Nutrition - Universidad La Salle Noroeste, Ciudad Obregon, Mexico",,"English, Spanish"
1533190,GRAJALES C,Male,Athlete,Mexico,Mexico,0,0,['Triathlon'],"[""Men's Individual""]",6/05/1987,Athlete,Sport Studies - University of Veracuz (MEX),"Father, Crisanto Grajales Landa",Spanish
1533208,MAAROUFOU H,Male,Athlete,Comoros,Comoros,183,0,['Athletics'],"[""Men's 100m""]",13/02/1997,Athlete,,,French
1533209,SAADI M,Female,Athlete,Comoros,Comoros,0,0,['Swimming'],"[""Women's 50m Freestyle""]",16/01/2007,"Athlete, student",,"Fther, Abdou-Salam. Mother, Berangere Bardin",French
1533230,DIOSDADO N,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],"['Team', 'Duet']",22/08/1990,"Athlete, sport soldier","Studied Business Administration at Anahuac University (MEX) and later completed two Master's Degrees in Marketing and Public Image at the College of Public Image (Mexico City, MEX)","Husband, Javier Arnaiz (married May 2022). Father, Gilberto. Mother, Carmen Montserrat Garcia. Sister, Palmira Montserrat Diosdado",Spanish
1533231,JIMENEZ J,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],"['Team', 'Duet']",19/08/1993,"Athlete, sport soldier","Studied undergrad Psychology at the University of Latin America (Mexico City, MEX) and completed her Master's degree in the same subject at the Technological University of Mexico (Mexico City)","Brother, Jorge",Spanish
1533232,SOBRINO J,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],26/05/1994,Athlete,"Studied Business Administration at the Autonomous University of Mexico State (Toluca, MEX)","Sister, Pamela",Spanish
1533234,ALFEREZ R,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],1/12/1997,Athlete,"Studied at Tecmilenio University (Monterrey, MEX)",,Spanish
1533235,ARELLANO F,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],28/02/2002,"Athlete, student","Studies at the University of the Valley of Mexico Coyoacan-Tlalpan (Mexico City, MEX)","Partner, Iker Casas",Spanish
1533237,TOSCANO P,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],13/01/2000,"Athlete, sport soldier","Studied Business Administration at Anahuac University (Mexico City, MEX)",,Spanish
1533239,GONZALEZ I,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],14/11/2003,Athlete,,,Spanish
1533240,RODRIGUEZ S,Female,Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],5/12/1994,Athlete,,,Spanish
1533243,INZUNZA G,Female,Alternate Athlete,Mexico,Mexico,0,0,['Artistic Swimming'],['Team'],12/03/2000,,,,
1533245,SEHEN S,Male,Athlete,Iraq,Iraq,0,0,['Judo'],['Men -81 kg'],8/03/1996,,,,Arabic
1533359,RUBAIAWI AAY,Male,Athlete,Iraq,Iraq,0,0,['Weightlifting'],"[""Men's +102kg""]",2/08/2004,Athlete,,,Arabic
1533364,ISMAIL M,Male,Athlete,Djibouti,Djibouti,170,0,['Athletics'],"[""Men's 5000m""]",1/01/1997,"Athlete, sport soldier",,Married. Two children. The third of 10 children,"French, Somali"
1533371,HASSAN I,Male,Athlete,Djibouti,Djibouti,170,0,['Athletics'],"[""Men's Marathon""]",1/01/1997,"Athlete, soldier with the Djiboutian Republican Guard",,Married. One daughter,Somali
1533372,WAISS A,Male,Athlete,Djibouti,Djibouti,170,0,['Athletics'],"[""Men's 5000m""]",3/07/1996,"Athlete, sport soldier",,"Wife, Nadine Nasri (2022)","French, Somali"
1533374,HASSAN NOUR S,Female,Athlete,Djibouti,Djibouti,160,0,['Athletics'],"[""Women's 5000m""]",5/12/1999,"Athlete, sport soldier",,,
1533378,HOUSSEIN BARKAT H,Male,Athlete,Djibouti,Djibouti,0,0,['Swimming'],"[""Men's 50m Freestyle""]",4/04/2004,,,,"English, French"
1535180,BARAT A,Male,Athlete,Comoros,Comoros,0,0,['Canoe Slalom'],"[""Men's Kayak Single"", ""Men's Kayak Cross""]",29/11/1997,,,,French
1535186,MARTINEZ RAMIREZ M,Male,Athlete,Mexico,Mexico,178,0,['Boxing'],"[""Men's 63.5kg""]",17/03/2001,,,,Spanish
1535187,VERDE ALVAREZ MA,Male,Athlete,Mexico,Mexico,180,0,['Boxing'],"[""Men's 71kg""]",11/02/2002,,,"Father, Manuel",Spanish
1535191,GONZALEZ A,Female,Athlete,Mexico,Mexico,158,0,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",2/01/1999,"Athlete, serves in the navy","Graduated in 2021 with a degree in Sports Science from Universidad La Salle, Mexico City (MEX). Plans to pursue a Master's degree in Political Science","Mother, Yadira. Grandmother, Angela",Spanish
1535195,LOPEZ JT,Male,Athlete,Mexico,Mexico,190,0,['Athletics'],"[""Men's 800m""]",2/08/1997,Athlete,"Sport Studies at University of Sonora (Hermosillo, MEX)","Father, Ramon Enrique. Mother, Claudia. Three brothers",Spanish
1535199,PORTILLO E,Male,Athlete,Mexico,Mexico,190,0,['Athletics'],"[""Men's High Jump""]",5/10/2000,Athlete,,"Father, Ramon. Mother, Janet. Has two brothers",Spanish
1535201,MUNOZ U,Male,Athlete,Mexico,Mexico,185,0,['Athletics'],"[""Men's Shot Put""]",8/09/1995,Athlete,Graduated with a Bachelor's degree in Business Administration from the Autonomous University of Ciudad Juarez (MEX),"Partner, Jazmin Jara. Son, Uziel. Brother Mateo (died in 2016)",Spanish
1535202,del REAL D,Male,Athlete,Mexico,Mexico,185,0,['Athletics'],"[""Men's Hammer Throw""]",6/03/1994,Athlete,"Nuevo Leon State Autonomous University (San Nicolas de los Garza, MEX)","Father, Eduardo. Has three siblings","English, Spanish"
1535203,DOCTOR JL,Male,Athlete,Mexico,Mexico,175,0,['Athletics'],"[""Men's 20km Race Walk""]",14/06/1996,Athlete,,,Spanish
1535212,MORAN P,Female,Athlete,Mexico,Mexico,169,0,['Athletics'],"[""Women's 400m""]",25/02/1997,Athlete,"Graduated in 2022 with a Bachelor's degree in Nutrition and General Well-being from the Monterrey Institute of Technology and Higher Education (Guadalajara, MEX)",Has four siblings,Spanish
1535214,GALVAN L,Female,Athlete,Mexico,Mexico,162,0,['Athletics'],"[""Women's 5000m""]",5/10/1991,Athlete,"Graduated in 2016 with a Bachelor's degree in Food Science and Industry from Kansas State University, Manhattan, KS (USA)","Father, Ramon. Mother, Andrea. Six siblings","English, Spanish"
1535216,CORTES AD,Female,Athlete,Mexico,Mexico,160,0,['Athletics'],"[""Women's 5000m""]",26/12/1997,Athlete,"Graduated with a Bachelor's degree in Criminology at Centro Universitario de  Cuautitlan, Cuautitlan (MEX)",,Spanish
1535217,CRISTIAN MOSCOTE C,Female,Athlete,Mexico,Mexico,154,0,['Athletics'],"[""Women's Marathon""]",15/04/1995,Athlete,Studies Marketing at University of Guadalajara (MEX),,Spanish
1535222,PALMA OLIVARES EJ,Male,Athlete,Mexico,Mexico,168,0,['Athletics'],['Marathon Race Walk Relay Mixed'],18/03/1992,"Athlete, entrepreneur",Business Administration - Universidad Anahuac Mexico North Campus (MEX),,Spanish
1535225,OETLING RAMIREZ E,Female,Athlete,Mexico,Mexico,0,0,['Sailing'],"[""Women's Dinghy""]",18/04/1993,"Athlete, business owner",Sport Studies at University of Guadalajara (MEX),,"English, German, Spanish"
1535226,AGUILAR CH P,Female,Athlete,Mexico,Mexico,0,0,['Sailing'],"[""Women's Windsurfing""]",12/03/1999,"Athlete, student",Monterrey Institute of Technology (MEX),"Father, Enrique. Mother, Marisa",Spanish
1535252,LECHUGA ALANIS K,Female,Athlete,Mexico,Mexico,0,0,['Rowing'],"[""Women's Single Sculls""]",26/06/1994,Armed Forces athlete,Studied Exercise Science at the Autonomous University of Nuevo Leon (MEX),,Spanish
1535260,LOPEZ GARCIA A,Male,Athlete,Mexico,Mexico,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1/05/1997,Athlete,,,Spanish
1535267,CARBALLO NIETO M,Male,Athlete,Mexico,Mexico,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",8/07/1992,Athlete,,,Spanish
1535310,BLANCO L,Female,Athlete,Colombia,Colombia,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",18/11/2001,"Athlete, student","Has a Bachelor's degree in Political Science, studying for a Master’s degree in Communication Studies at the University of Alabama in Tuscaloosa (AL, USA)","Father, Mario Blanco. Mother,  Sandra Saavedra. Brother, Dario Blanco",English
1535343,WILLARS VALDEZ R,Male,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",30/04/2002,Armed forces athlete,,"Father, Gabriel Willars. Mother, Katya Valdez",Spanish
1535345,BERLIN REYES K,Male,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",25/04/2001,Athlete,,,Spanish
1535346,OROZCO LOZA A,Female,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",19/04/1997,Armed forces athlete,,,Spanish
1535348,AGUNDEZ GARCIA G,Female,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",4/08/2000,Armed forces athlete,,,Spanish
1535349,OLVERA IBARRA O,Male,Athlete,Mexico,Mexico,0,0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",5/06/2004,,,,
1535350,GARZA PEREZ E,Male,Athlete,Mexico,Mexico,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",23/07/1996,Athlete,"Degree in Business from University of Miami (Coral Gables, FL, USA)","Father, David. Mother, Monica","English, Spanish"
1535351,FERNANDEZ F,Male,Athlete,Mexico,Mexico,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",28/03/1968,In 2004 he launched Grupo SIM which offers business services to small and medium-sized companies in Mexico,Master's degree in Senior Business Management from Universidad Panamericana in Mexico City (MEX),"Wife, Paola Amilibia. Children, Juan Pablo, Eduardo and Federica","English, Spanish"
1535354,de LARA OJEDA MA,Male,Athlete,Mexico,Mexico,0,0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",9/08/1994,,Graduated in Bachelor of Commerce and International Business at Tecmilenio University (MEX) in 2018,,Spanish
1535356,MORENO A,Female,Athlete,Mexico,Mexico,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",8/08/1994,Athlete,Architecture at University of the Valley of Mexico (MEX),"Father, Octavio. Mother, Yenderina. Three brothers","English, Spanish"
1535357,SANDOVAL A,Female,Athlete,Mexico,Mexico,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",5/10/1996,Athlete,,"Father, Antonio Sandoval. Mother, Liliana Perez. Brother, Kevin Sandoval. None have been involved in sports",Spanish
1535358,FLORES S,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],20/12/2004,Athlete,,"Father, Reyes Flores Hurtado","English, Spanish"
1535359,SALAZAR K,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],24/04/2004,Athlete,"Anahuac University (Mexico City, MEX)","Mother, Lisbeth Lopez",Spanish
1535360,TEJEDA A,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],21/06/2002,Athlete,,,Spanish
1535361,ALCOCER D,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2/01/2004,Athlete,,,Spanish
1535362,GUTIERREZ J,Female,Athlete,Mexico,Mexico,0,0,['Rhythmic Gymnastics'],['Group All-Around'],13/09/2007,Athlete,,,Spanish
1535363,HERNANDEZ E,Male,Athlete,Mexico,Mexico,0,0,['Modern Pentathlon'],"[""Men's Individual""]",27/01/1998,,"Studied Marketing at the University of the Incarnate Word (San Antonio, TX, USA), while competing on the university fencing team 2016-17","Partner, Karol Gonzalez (triathlete). Father, Marcelo. Mother, Maria Celeste Uscanga. Brother, Ismael","English, Spanish"
1535364,CARRILLO D,Male,Athlete,Mexico,Mexico,0,0,['Modern Pentathlon'],"[""Men's Individual""]",24/03/1997,Armed Forces athlete,"Studied Business Administration at Anahuac University (Mexico City, MEX)","Wife, Priscila Espinosa. Daughter, Gea (born 2022). He is the youngest of eight children",Spanish
1535365,OLIVER M,Female,Athlete,Mexico,Mexico,0,0,['Modern Pentathlon'],"[""Women's Individual""]",11/07/1993,,,"Younger sister, Catherine",Spanish
1535366,SANSORES C,Male,Athlete,Mexico,Mexico,0,0,['Taekwondo'],['Men +80kg'],25/06/1997,Athlete,"Studied at Anahuac University (Mexico City, MEX)",,Spanish
1535367,SOUZA DP,Female,Athlete,Mexico,Mexico,0,0,['Taekwondo'],['Women -49kg'],27/08/1999,Military athlete,"Graduated in 2023 with a degree in Business Administration from Anáhuac University (Mexico City, MEX)",,Spanish
1535368,CLELAND QUINONEZ A,Male,Athlete,Mexico,Mexico,0,0,['Surfing'],['Men'],19/06/2002,Athlete,,"Father, Alan Sr","England, Spanish"
1535373,GRIGORIAN A,Male,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Men -90 kg'],9/06/1998,Athlete,,"Father, mother and two sisters",Russian
1535374,KOSTOEV D,Male,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Men -100 kg'],28/04/1999,Athlete,,,"Arabic, Russian"
1535375,MAGOMEDOMAROV M,Male,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Men +100 kg'],10/04/2001,Athlete,,,Russian
1535376,TATALASHVILI N,Male,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Men -81 kg'],20/03/1990,,,,"English, Georgian, Russian"
1535383,BISHRELT K,Female,Athlete,UA Emirates,UA Emirates,0,0,['Judo'],['Women -52 kg'],29/05/1998,,,"Parents, Bishrelt. Mother, Tsedendolgor. Siblings, Khulegch and Hotulun",Mongolian
1535385,HOUSSEIN A,Male,Athlete,Djibouti,Djibouti,0,0,['Judo'],['Men -73 kg'],28/03/1998,"Athlete, student","Graduated in 2021 at Grenoble Ecole de Management, Technology and Innovation, Paris (FRA).</p><p>Studied at CFA Universite et Sports, Paris (FRA)","Brother, Baril Tonneau","English, French, Spanish"
1535395,AL SAYEGH S,Female,Athlete,UA Emirates,UA Emirates,0,0,['Cycling Road'],"[""Women's Road Race""]",23/09/2001,"Athlete, student","Studying Graphic Design at American University (Dubai, UAE)",,"Arabic, English"
1535420,VALENCIA A,Female,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",17/10/1994,"Athlete, sport soldier",Studied Graphic Design at the University of Sonora (MEX),"Father, Francisco Ramon Valencia Fontes. Mother, Elizabeth Trujillo Carranza. Younger sister, Margarita",Spanish
1535429,RUIZ A,Female,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",28/07/2006,"Athlete, student",,Two brothers,"English, Spanish"
1535430,GRANDE M,Male,Athlete,Mexico,Mexico,0,0,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",26/04/2004,"Athlete, student",Studies Business Administration virtually through the Autonomous University of Coahuila (MEX),"Father, Nicolas",Spanish
1535433,PRIETO M,Female,Athlete,Mexico,Mexico,0,0,['Cycling Road'],"[""Women's Road Race""]",11/03/1992,Athlete,,,Spanish
1535438,RAMIREZ RAMOS EI,Male,Athlete,Mexico,Mexico,0,0,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",10/07/2000,"Athlete, student",,,Spanish
1535439,RODRIGUEZ G,Female,Athlete,Mexico,Mexico,0,0,['Shooting'],['Skeet Women'],12/12/1996,Athlete,"Studied Clinical Psychology at the Monterrey Institute of Technology and Higher Education (Monterrey, MEX). Now studying for a Master's in Psychotherapy","Father, Javier. Mother, Lucia Garza. Two siblings","English, Spanish"
1535440,ZAVALA VAZQUEZ A,Female,Athlete,Mexico,Mexico,0,0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",16/06/1984,Military athlete,,"Mother, Gloria Vazquez Gomez","English, Spanish"
1535441,QUEZADA MARQUEZ C,Male,Athlete,Mexico,Mexico,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",21/10/1999,"Athlete, student",Studies Physical Culture and Sport,"Father, Miguel Angel Quezada Romero. Mother, Leonor Marquez Flores. Sisters, Michel, Jessica, Sandra. Older brother, Miguel",Spanish
1535442,PENAFLOR MOYSEN AM,Male,Athlete,Mexico,Mexico,0,0,['Triathlon'],"[""Men's Individual""]",11/03/1999,Athlete,,,Spanish
1535444,REINOSO S,Female,Athlete,Mexico,Mexico,0,0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",23/10/1996,Athlete,,,"English, Spanish"
1535448,BRIONES FRAGOZA B,Female,Athlete,Mexico,Mexico,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",10/02/1999,Athlete,,,Spanish
1535449,ALANIS MORALES K,Female,Athlete,Mexico,Mexico,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",9/12/1993,Athlete,Studied Sports Organisation at Autonomous University of Nuevo León (MEX),"Father, Javier. Mother, Luz Maria. Sisters, Lucy and Moni",Spanish
1535505,LINARES N,Female,Athlete,Colombia,Colombia,171,0,['Athletics'],"[""Women's Long Jump""]",3/01/2003,"Athlete, student","Sports Professional Programme at Universidad del Magdalena, Santa Marta (COL)","Father, Eder. Mother, Yanelis. Has an older brother",Spanish
1535506,LONGA R,Male,Athlete,Colombia,Colombia,183,0,['Athletics'],"[""Men's 100m""]",30/06/2004,Athlete,,"Father, Jose. Mother, Johana. Grandmother, Carmen (deceased). Has eight siblings",Spanish
1535511,RUIZ HURTADO FD,Female,Athlete,Colombia,Colombia,175,0,['Athletics'],"[""Women's Javelin Throw""]",29/01/1991,Athlete,"Graduated in 2015 with a Criminal Justice degree from Universidad Metropolitana, San Juan (PUR)","Daughter, Genesis (born 2016). Mother, Gladis. Oldest of eight children",Spanish
1535512,ORJUELA A,Female,Athlete,Colombia,Colombia,158,0,['Athletics'],"[""Women's Marathon""]",9/05/1989,Athlete,"Graduated with a Bachelor's degree in Spanish Language from the University of Tolima, Ibague (COL)","Daughter, Shalane (born 2013). Husband, Andres Camilo. Father, Jose. Mother, Matilde. Has two brothers",Spanish
1535513,RENTERIA RENTERIA,Female,Athlete,Colombia,Colombia,0,0,['Wrestling'],"[""Women's Freestyle 76kg""]",22/12/2000,,,,Spanish
1535514,VALDES PANA AP,Female,Athlete,Colombia,Colombia,165,0,['Boxing'],"[""Women's 60kg""]",14/07/2000,,,"Father, Manuel Maria Valdes. Mother, Telemina Reyes (died in 2020). Brother, Isaac. Five sisters (Maria Fernanda, Patricia, Denis Paola, María Jose, Sandra)",Spanish
1535522,ARBOLEDA MENDOZA V,Female,Athlete,Colombia,Colombia,164,0,['Boxing'],"[""Women's 57kg""]",13/04/2002,Parks assistant,"Plans to go to university after Paris 2024 to study physical therapy, sports training or physical education","Father, Federico. Mother, Olga Lucia Mendoza. Four siblings, Ximena Gisela, Byron Julian, Yelena Estefi and Valentina (her twin, older by five minutes)",Spanish
1535524,BOLANOS LOPEZ V,Male,Athlete,Colombia,Colombia,0,0,['Sailing'],"[""Men's Kite""]",19/09/1994,,Software Engineering at Universidad del Cauca (COL),,Spanish
1535609,ABDOLI S,Male,Athlete,IR Iran,IR Iran,0,0,['Swimming'],"[""Men's 100m Freestyle""]",25/12/2002,Athlete,,,
1535660,SIMWAKA A,Female,Athlete,Malawi,Malawi,168,0,['Athletics'],"[""Women's 100m""]",8/08/1997,"Athlete, soldier",,The fourth of seven children,English
1535693,AL MARZOOQI OAA,Male,Athlete,UA Emirates,UA Emirates,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",28/03/2003,,Studying Psychology and Philosophy at Sorbonne University in Abu Dhabi (UAE),"Father, Abdelaziz","Arabic, English"
1535729,SERRANO F,Male,Athlete,Argentina,Argentina,0,0,['Modern Pentathlon'],"[""Men's Individual""]",22/11/2000,Sports soldier in the Argentine Army,"Studies Business Administration at the University of Lujan (Lujan, ARG)",,Spanish
1535766,KUMEL SAADI,Male,Athlete,Iraq,Iraq,191,0,['Football'],['Men'],19/08/2004,Athlete,,,"Arabic, German"
1535776,JOSEF AL IMAM,Male,Athlete,Iraq,Iraq,182,0,['Football'],['Men'],27/07/2004,Athlete,,,"Arabic, Swedish"
1535804,MUNTADHER ABDULAM,Male,Athlete,Iraq,Iraq,165,0,['Football'],['Men'],6/10/2001,Athlete,,,Arabic
1535805,MUNTADHER MOHAMMED,Male,Athlete,Iraq,Iraq,170,0,['Football'],['Men'],5/06/2001,Athlete,,Older brother Mustafa Mohammed (born 1988),"Arabic, Persian"
1535852,MAEDER M,Male,Athlete,Singapore,Singapore,0,0,['Sailing'],"[""Men's Kite""]",12/09/2006,Athlete,Home-schooled. British kiteboarder Jemima Crathorne has been his STEM tutor,"Father, Valentin is from Switzerland. Mother, Teng Hwee Keng is from Singapore. Two brothers","Chinese, English, German"
1535853,LO R,Male,Athlete,Singapore,Singapore,0,0,['Sailing'],"[""Men's Dinghy""]",26/02/1997,"Athlete, student",Erasmus University (NED),"Half-sister, Man Yi. Half-brother, Jun Hao",English
1535854,SIM EYL,Female,Athlete,Singapore,Singapore,0,0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",3/03/2003,"Athlete, student","Studying Applied Exercise Science at University of Michigan (Ann Arbor, MI, USA)",,English
1535856,TAN JEJ,Male,Athlete,Singapore,Singapore,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",11/03/2002,"Athlete, student","Studying at Stanford University (CA, USA)",,"English, Mandarin"
1535858,PEREIRA VS,Female,Athlete,Singapore,Singapore,164,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",20/09/1996,Athlete,Graduated in 2021 with a degree in accounting from Singapore Management University (Singapore). She was on the Yip Pin Xiu Scholarship granted to her for her outstanding achievements in sports,"Father, Clarence. Mother, Bridget Jeet. Brother, Anand. Three sisters (Valeri, Shobi, Shobana)",English
1535910,ZAID TAHSEEN,Male,Athlete,Iraq,Iraq,187,0,['Football'],['Men'],29/01/2001,Athlete,,,Arabic
1535913,HUSSEIN AMER,Male,Athlete,Iraq,Iraq,182,0,['Football'],['Men'],28/04/2002,,,,
1535914,ANAK LISES BR,Male,Athlete,Malaysia,Malaysia,0,0,['Diving'],"[""Men's 10m Platform""]",28/05/2005,,,,English
1535916,HUSSEIN LAWEND,Male,Athlete,Iraq,Iraq,180,0,['Football'],['Men'],20/01/2001,Athlete,,,Arabic
1535918,WONG GJ,Male,Athlete,Malaysia,Malaysia,0,0,['Shooting'],['10m Air Pistol Men'],23/08/1992,Shooting range manager,Graduated in 2019 with a Bachelor's degree in Engineering (Aerospace) from the University of Putra Malaysia (MAS),Three siblings,"English, Malay, Mandarin"
1535925,MOHAMAD ZUBIR NA,Female,Athlete,Malaysia,Malaysia,0,0,['Cycling Road'],"[""Women's Road Race""]",4/10/1997,Athlete,,,Malay
1535926,MOHAMAD LATIF NS,Female,Athlete,Malaysia,Malaysia,0,0,['Sailing'],"[""Women's Dinghy""]",2/02/1998,Athlete,,"Sister, Syahirah","English, Malay"
1535927,ALI JASIM,Male,Athlete,Iraq,Iraq,178,0,['Football'],['Men'],20/01/2004,Athlete,,"Brother, Abbas Jasim (born 1999). Father deceased",Arabic
1535928,KARRAR SAAD,Male,Athlete,Iraq,Iraq,176,0,['Football'],['Men'],22/03/2001,Athlete,,,Arabic
1535929,KARRAR MOHAMMED,Male,Athlete,Iraq,Iraq,183,0,['Football'],['Men'],6/01/2001,Athlete,,,Arabic
1535930,NIHAD MOHAMMED,Male,Athlete,Iraq,Iraq,177,0,['Football'],['Men'],14/01/2001,Athlete,,,Arabic
1535959,DOUA C,Male,Athlete,Mauritania,Mauritania,0,0,['Swimming'],"[""Men's 50m Freestyle""]",23/02/2002,Athlete,,Father is from Mauritania,"Arabic, French"
1535993,CHEW C,Female,Athlete,Singapore,Singapore,0,0,['Equestrian'],['Dressage Individual'],18/04/1992,"Athlete, lawyer",Law at University of Bristol (GBR),"Father, Tony. Mother, Melanie. Older sister, Catherine","English, Mandarin"
1536032,HERNANDEZ FLORES M,Female,Athlete,Mexico,Mexico,149,0,['Athletics'],"[""Women's Marathon""]",3/12/1985,"Athlete, administrator, assistant coach",Pursuing a Master’s degree in Applied Sciences from Anahuac University (MEX).</p><p>Graduated with a Master’s degree in Organisational Management from the Autonomous University of the State of Mexico (MEX).</p><p>Graduated with a Law degree from the Autonomous University of the State of Mexico (MEX),"Husband, Hugo (deceased in 2021). Son, Maximo (born 2013)",Spanish
