code,name_short,gender,function,country,nationality,height,weight,disciplines,events,birth_date,occupation,education,family,lang
1558763,KONINI M,Female,Athlete,Albania,Albania,0,0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",19/08/1975,Athlete,,One child,Albanian
1558773,LINDEMANN L,Female,Athlete,Germany,Germany,0,0,['Triathlon'],"[""Women's Individual""]",26/06/1996,Athlete. She has studied to become an officer with the Brandenburg Police in Germany,,,"English, German"
1558775,LUEHRS L,Male,Athlete,Germany,Germany,0,0,['Triathlon'],"[""Men's Individual""]",16/05/1996,Athlete,"Business Administration and Management at the IU International University of Applied Sciences (Bad Honnef, GER)",,"English, German"
1558777,SCHOMBURG J,Male,Athlete,Germany,Germany,0,0,['Triathlon'],"[""Men's Individual""]",31/01/1994,Armed Forces athlete,,"Father, Arnd. Brothers Ole, Lasse","English, French, German"
1558780,HELLWIG T,Male,Athlete,Germany,Germany,0,0,['Triathlon'],"[""Men's Individual""]",30/06/1999,Armed Forces athlete,,,"English, German"
1558782,EIM N,Female,Athlete,Germany,Germany,0,0,['Triathlon'],"[""Women's Individual""]",1/08/1998,Armed Forces athlete,,,"English, German"
1558784,TERTSCH L,Female,Athlete,Germany,Germany,0,0,['Triathlon'],"[""Women's Individual""]",1/12/1998,Athlete,"Graduated in Economics at Harvard University, Boston (USA)",,"English, German"
1558815,ZAKARANI Y,Female,Athlete,Morocco,Morocco,0,0,['Fencing'],"[""Women's Foil Individual""]",7/01/1995,,,,French
1558933,KOUMA A,Male,Athlete,Mali,Mali,0,0,['Swimming'],"[""Men's 100m Freestyle""]",8/02/2005,Athlete,,"Brothers, Oumar and Sebastien",French
1558938,THIELE ES,Male,Athlete,Germany,Germany,0,0,['Wrestling'],"[""Men's Freestyle 97kg""]",5/06/1996,"Athlete, police officer",,,German
1558945,NIEMESCH LHG,Female,Athlete,Germany,Germany,0,0,['Wrestling'],"[""Women's Freestyle 62kg""]",7/09/1995,"Athlete, part-time tax assistant",,,German
1558946,PARUSZEWSKI S,Female,Athlete,Germany,Germany,0,0,['Wrestling'],"[""Women's Freestyle 57kg""]",3/11/1993,"Athlete, sport soldier",Studies Business Administration with a focus on Marketing and Sales at Offenburg University (GER),"Husband, Stefan Moosmann (married August 2020)",German
1558949,WENDLE A,Female,Athlete,Germany,Germany,0,0,['Wrestling'],"[""Women's Freestyle 53kg""]",15/09/1997,"Athlete, student teacher, sport soldier",Studies Primary Education with a focus on Mathematics and Sport,,German
1558950,BLAYVAS A,Female,Athlete,Germany,Germany,0,0,['Wrestling'],"[""Women's Freestyle 50kg""]",13/01/2001,Athlete,,,German
1558955,KRAHMER J,Male,Athlete,Germany,Germany,0,0,['Wrestling'],"[""Men's Greco-Roman 130kg""]",19/11/1995,Athlete,Received a Bachelor's degree from Aalen University (GER),,German
1558963,LAZOGIANIS LA,Male,Athlete,Germany,Germany,0,0,['Wrestling'],"[""Men's Greco-Roman 97kg""]",18/04/2001,Athlete,,,German
1559158,DIABATE A,Female,Athlete,Mali,Mali,0,0,['Swimming'],"[""Women's 50m Freestyle""]",28/08/2005,Athlete,,,
1559387,DUDAEV I,Male,Athlete,Albania,Albania,0,0,['Wrestling'],"[""Men's Freestyle 65kg""]",15/01/1995,,,,Russian
1559454,MNATSAKANIAN A,Male,Athlete,Bulgaria,Bulgaria,0,0,['Wrestling'],"[""Men's Greco-Roman 77kg""]",14/10/1995,Athlete,,,"Bulgarian, English"
1559457,MEMNELOUM D,Female,Athlete,Chad,Chad,0,0,['Judo'],['Women -70 kg'],6/06/1994,Athlete,"Graduated from the African University of Technology and Management (Cotonou, BEN)",Married,French
1559471,NOVIKOV SS,Male,Athlete,Bulgaria,Bulgaria,0,0,['Wrestling'],"[""Men's Greco-Roman 87kg""]",11/12/1997,,Studied at Kharkiv National University of Agriculture (UKR),,"English, Russian"
1559474,MILOV KM,Male,Athlete,Bulgaria,Bulgaria,0,0,['Wrestling'],"[""Men's Greco-Roman 130kg""]",27/01/1997,Athlete,,"Partner, Aleksandrina",Bulgarian
1559512,NOLOT L,Female,Athlete,France,France,0,0,['Sailing'],"[""Women's Kite""]",9/12/1998,Athlete,Master's degree in Interface and Experience Design at the Institut Ingemedia (FRA),,French
1559519,MAZELLA A,Male,Athlete,France,France,0,0,['Sailing'],"[""Men's Kite""]",10/12/1997,"Athlete, French Navy",Institute of Masso-Physiotherapy in Montpellier (FRA),,French
1559523,NOESMOEN H,Female,Athlete,France,France,0,0,['Sailing'],"[""Women's Windsurfing""]",31/12/1992,"Athlete, French navy",Engineering at INSA Rennes (FRA),"Brother, Pierre, French team coach in the IQFOiL class",French
1559529,GOYARD N,Male,Athlete,France,France,0,0,['Sailing'],"[""Men's Windsurfing""]",3/01/1996,Athlete,,"Brother, Thomas","English, French"
1559539,CERVERA L,Female,Athlete,France,France,0,0,['Sailing'],"[""Women's Dinghy""]",14/04/1998,"Athlete, student",Engineering at INSA Lyon (FRA),,French
1559542,BERNAZ JB,Male,Athlete,France,France,0,0,['Sailing'],"[""Men's Dinghy""]",18/07/1987,"Athlete, serves in the navy","BTS Force de Vente - Lycee Audiberti, Antibes (FRA)",,"English, French"
1559549,LECOINTRE C,Female,Athlete,France,France,0,0,['Sailing'],['Mixed Dinghy'],25/02/1985,"Athlete, serves in the navy","Masters in Chemistry at the University of Western Brittany (Brest, FRA)","Husband, Gideon Kliger (ISR). Son, Gabriel (2017). Daughter, Alma (2022)","English, French"
1559550,MION J,Male,Athlete,France,France,0,0,['Sailing'],['Mixed Dinghy'],5/07/1989,"Athlete, solider with the Joinville Battalion","Graduated in 2015 with a Physiotherapy degree from the Institute of Physiotherapy Training Marseille (IFMK) (Marseille, FRA)","Father, Luc. Sisters, Violaine and Marianne. Brother, JB","English, French"
1559558,STEYAERT S,Female,Athlete,France,France,0,0,['Sailing'],"[""Women's Skiff""]",27/11/1986,"Teacher, athlete",,Two daughters,French
1559559,PICON C,Female,Athlete,France,France,0,0,['Sailing'],"[""Women's Skiff""]",23/12/1984,"Armed forces, athlete","Physiotherapy at Institute of Physiotherapy Training (Marseille, FRA)","Daughter, Lou","English, French"
1559566,FISCHER E,Male,Athlete,France,France,0,0,['Sailing'],"[""Men's Skiff""]",11/01/1994,"Athlete, coach",,"Partner, Claudia Kergosien. Four brothers Kevin, Thibault, Loic and Simon",French
1559568,PEQUIN C,Male,Athlete,France,France,0,0,['Sailing'],"[""Men's Skiff""]",16/02/1993,Athlete,"University Institute of Technology (La Rochelle, FRA)","Mother, Nadia",French
1559580,MOURNIAC T,Male,Athlete,France,France,0,0,['Sailing'],['Mixed Multihull'],14/04/1998,"Athlete, student","Sciences Po (Paris Institute of Political Studies), 2017-2020","Father, Jean-Christophe. Uncle, Philippe. Sister, Lou",French
1559581,BERTHOMIEU L,Female,Athlete,France,France,0,0,['Sailing'],['Mixed Multihull'],20/06/2001,Athlete,Sciences Po Paris (FRA),"Sister, Swan",French
1559918,VEITIA L,Female,Athlete,Cuba,Cuba,168,0,['Athletics'],"[""Women's 4 x 400m Relay""]",29/04/1994,Athlete,,,"English, Spanish"
1559994,CORREA A,Male,Athlete,Peru,Peru,0,0,['Surfing'],['Men'],3/01/1998,Athlete,,,Spanish
1560071,MESINAS L,Male,Athlete,Peru,Peru,0,0,['Surfing'],['Men'],20/04/1996,Athlete,,"Father, Bruno. Mother, Veronica. Younger sister, Brunella","English, Spanish"
1560138,AGUIRRE S,Female,Athlete,Peru,Peru,0,0,['Surfing'],['Women'],18/07/2003,Athlete,,,Spanish
1560166,DIOP B,Male,Athlete,Senegal,Senegal,0,0,['Taekwondo'],['Men -58kg'],3/01/1997,Athlete,,,French
1560182,MENDY LF,Male,Athlete,Senegal,Senegal,190,0,['Athletics'],"[""Men's 110m Hurdles""]",2/03/1999,Athlete,,,"English, French, Wolof"
1560261,MENA SOLANO M,Female,Athlete,Costa Rica,Costa Rica,0,0,['Cycling Road'],"[""Women's Road Race""]",30/04/1993,Athlete,,"Husband, Jose. Son, Ian. Mother, Teresa. Siblings, Ansel and Branklin","Italian, Spanish"
1560280,ZHOU J,Female,Athlete,Singapore,Singapore,0,0,['Table Tennis'],"[""Women's Singles""]",8/05/2005,,,,
1560283,ULUNISAU R,Female,Athlete,Fiji,Fiji,163,59,['Rugby Sevens'],['Women'],2/11/1994,Athlete,,,English
1560288,LIKUCEVA L,Female,Athlete,Fiji,Fiji,169,76,['Rugby Sevens'],['Women'],3/02/1999,Athlete,,"Husband, Napolioni Bolaca. Son, Mesake",English
1560290,NAIMASI AM,Female,Athlete,Fiji,Fiji,165,67,['Rugby Sevens'],['Women'],21/02/1994,"Athlete, travel agent","Graduated with a Diploma in Hospitality Management at Vishan Infotech (Lautoka, FIJ)",,"English, Fijian, French"
1560315,ROKOTUISIGA M,Female,Athlete,Fiji,Fiji,164,65,['Rugby Sevens'],['Women'],8/06/2001,"Athlete, police officer",,,English
1560342,YEREMENKO A,Male,Athlete,Kazakhstan,Kazakhstan,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",9/07/2004,Athlete,,,Kazakh
1560348,TAU M,Female,Athlete,Lesotho,Lesotho,0,0,['Taekwondo'],['Women -49kg'],1/04/1997,Athlete,"Studied Spiritual Care and Counseling at the National University of Lesotho (Roma, LES)",,French
1560376,HUSSEIN HASAN,Male,Athlete,Iraq,Iraq,190,0,['Football'],['Men'],5/10/2003,Athlete,,,Arabic
1560451,AHMED HASAN,Male,Athlete,Iraq,Iraq,180,0,['Football'],['Men'],24/09/2001,Athlete,,,Arabic
1560538,BETTO A,Female,Athlete,Italy,Italy,0,0,['Triathlon'],"[""Women's Individual""]",10/12/1987,Police athlete,"Restoration - Brera Academy of Fine Arts (Milan, ITA)","Husband, Alessandro Pezone. Son, Ettore (born in 2022)","English, Italian"
1560539,SEREGNI B,Female,Athlete,Italy,Italy,0,0,['Triathlon'],"[""Women's Individual""]",22/03/2000,Athlete,Psychology at University of Milan (ITA),,Italian
1560540,STEINHAUSER V,Female,Athlete,Italy,Italy,0,0,['Triathlon'],"[""Women's Individual""]",14/10/1994,Athlete,,,Italian
1560544,POZZATTI G,Male,Athlete,Italy,Italy,0,0,['Triathlon'],"[""Men's Individual""]",22/07/1993,"Athlete, engineer",Bachelor's degree in Civil Engineering at the University of Trento (ITA).</p><p>Master's in Management Engineering at the University of Bergamo (ITA),,"English, Italian"
1560546,CROCIANI A,Male,Athlete,Italy,Italy,0,0,['Triathlon'],"[""Men's Individual""]",19/11/2001,Athlete,,,"English, Italian"
1560668,STRAKA E,Female,Athlete,Austria,Austria,0,0,['Archery'],"[""Women's Individual""]",29/08/1999,"Athlete, sport soldier",,,German
1560669,DUDOVA BZ,Female,Athlete,Bulgaria,Bulgaria,0,0,['Wrestling'],"[""Women's Freestyle 62kg""]",1/08/1997,,,,Bulgarian
1560673,PILZ J,Female,Athlete,Austria,Austria,165,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",22/11/1996,Athlete,"Sports Science (Innsbruck, AUT)",,"English, German"
1560677,SCHUBERT J,Male,Athlete,Austria,Austria,175,0,['Sport Climbing'],"[""Men's Boulder & Lead""]",31/12/1990,Army athlete,"Economics, Management at University of Innsbruck (AUT)","Father, Peter. Mother, Michaela (died 2017). Sisters, Hannah and Mara. Brother, Ben","English, German"
1560680,FILIMON CV,Male,Athlete,Austria,Austria,190,0,['Badminton'],"[""Men's Singles""]",14/02/1998,Athlete,"Attended West University of Timisoara, ROU","Partner, Sabina",
1560689,ABUSHARIB S,Male,Athlete,Qatar,Qatar,0,0,['Shooting'],['Trap Men'],31/08/1983,,,,"Arabic, English"
1560690,AL-ATHBA RS,Male,Athlete,Qatar,Qatar,0,0,['Shooting'],['Skeet Men'],18/10/1987,Athlete,,,"Arabic, English"
1560705,HASHIMI Y,Female,Athlete,Afghanistan,Afghanistan,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",8/07/2000,Athlete,,,
1560712,YANEVA YV,Female,Athlete,Bulgaria,Bulgaria,0,0,['Wrestling'],"[""Women's Freestyle 76kg""]",2/08/1998,,,,Bulgarian
1560759,VILLA G,Female,Athlete,Italy,Italy,0,0,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",23/02/2003,Armed forces athlete,,"Father. Mother. Younger sister, Lara","English, Italian"
1560760,IORIO E,Female,Athlete,Italy,Italy,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",21/03/2003,Armed forces athlete,,"Father, Gianluca. Mother, Giulia. Brother, Giacomo",Italian
1560761,ANDREOLI A,Female,Athlete,Italy,Italy,0,0,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",6/06/2006,Athlete,,"Brother, Stefano","English, Italian"
1560762,ESPOSITO M,Female,Athlete,Italy,Italy,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",2/11/2006,Athlete,,"Mother, Margherita",Italian
1560780,CARUCCI N,Male,Athlete,Italy,Italy,0,0,['Rowing'],"[""Men's Double Sculls""]",22/02/2001,"Athlete, police officer","Bachelor's degree in Business Economics and Management from Carlo Cattaneo University (Castellanza, ITA)",,Italian
1560781,RAMBALDI L,Male,Athlete,Italy,Italy,0,0,['Rowing'],"[""Men's Quadruple Sculls""]",9/12/1994,Athlete,,"Partner, Cecilia Bellati",Italian
1560782,CAPPONI E,Male,Athlete,Italy,Italy,0,0,['Rowing'],"[""Women's Eight""]",7/01/2001,Athlete,,,Italian
1560783,CODATO A,Female,Athlete,Italy,Italy,0,0,['Rowing'],"[""Women's Eight""]",26/09/2003,"Athlete, student",Studies at the San Raffaele University of Rome (ITA),"Older brother, Giovanni",Italian
1560788,PELACCHI G,Female,Athlete,Italy,Italy,0,0,['Rowing'],"[""Women's Eight""]",6/04/1998,Athlete,"Studied at Luiss Guido Carli University (Rome, ITA)",,Italian
1560793,KOHL N,Male,Athlete,Italy,Italy,0,0,['Rowing'],"[""Men's Four""]",7/10/1998,Athlete,"Received a Bachelor's and Master's degree in Environmental Engineering from Syracuse University (NY, USA). After the Paris 2024 Olympic Games, he will pursue another Master's degree in Water Science, Policy and Management at Oxford University (GBR)","Father, Manfred. Mother, Viviana Pagani. Sisters, Carin, Carolyn. Brother, Kevin","English, Italian"
1560988,HALL C,Male,Athlete,Great Britain,Great Britain,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",8/09/1995,"Athlete, security engineer",,,English
1560989,HALL T,Male,Athlete,Great Britain,Great Britain,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",17/09/1990,"Athlete, coach","Received a Master's degree in Chemistry in 2013 and a doctorate in Chemistry in 2017 from the University of Warwick (Coventry, GBR)",,English
1560990,HAVERS M,Female,Athlete,Great Britain,Great Britain,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",2/12/2007,"Athlete, student",,,English
1560991,HEALEY P,Female,Athlete,Great Britain,Great Britain,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",7/03/2005,"Athlete, student",Loughborough College (online),"Mother, Emma",English
1561000,PITMAN B,Female,Athlete,Great Britain,Great Britain,0,0,['Archery'],"[""Women's Individual"", ""Women's Team"", 'Mixed Team']",13/03/1997,Athlete,"Graduated in 2020 with a Bachelor's degree in History from Northumbria University (Newcastle, GBR) and in 2022 with a Master's degree in Intelligence and Security Studies from Brunel University London (GBR) in 2022","Father, Gary Kinghorn",English
1561003,WISE A,Male,Athlete,Great Britain,Great Britain,0,0,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",17/08/2000,Athlete,"Studied Sport Development at Northumbria University (Newcastle upon Tyne, GBR)","Partner, Sophie Meering. Father, Chris. Mother, Helen",English
1561138,VIERU D,Male,Athlete,Republic of Moldova,Republic of Moldova,0,0,['Judo'],['Men -66 kg'],10/03/1996,Athlete,,,"Romanian, Russian"
1561149,MARINIC M,Male,Athlete,Croatia,Croatia,0,0,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Cross""]",24/12/1990,Athlete,,"Wife, Tea. Son, Marko","Croatian, English"
1561237,CARDOSO A,Female,Athlete,Brazil,Brazil,167,0,['Handball'],['Women'],29/10/1990,Athlete,Attended University of Caxias do Sul in Rio Grande do Sul (BRA),,"Portuguese, Spanish"
1561239,BOLZAN AC,Female,Athlete,Brazil,Brazil,177,0,['Handball'],['Women'],15/07/1996,Athlete,,,"English, Portuguese"
1561242,ARENHART B,Female,Alternate Athlete,Brazil,Brazil,182,0,['Handball'],['Women'],4/10/1986,Athlete,"Studied at Feevale University, Novo Hamburgo (BRA)",,"English, German, Portuguese, Spanish"
1561243,de PAULA B,Female,Athlete,Brazil,Brazil,170,0,['Handball'],['Women'],26/09/1996,Athlete,,"Mother, Marinalva. Four sisters","French, Portuguese"
1561248,BITOLO G,Female,Athlete,Brazil,Brazil,182,0,['Handball'],['Women'],1/04/1999,Athlete,,"Partner, Gaston Mourino",Portuguese
1561249,MORESCHI G,Female,Athlete,Brazil,Brazil,190,0,['Handball'],['Women'],8/07/1994,Athlete,,,"English, Portuguese"
1561250,GUARIEIRO G,Female,Athlete,Brazil,Brazil,175,0,['Handball'],['Women'],24/07/1995,Athlete,"Studied Public Relations at the School of Communications and Arts, University of Sao Paulo (BRA)",,Portuguese
1561253,QUINTINO J,Female,Athlete,Brazil,Brazil,172,0,['Handball'],['Women'],17/04/1991,Athlete,,,"English, Portuguese"
1561255,LOPES J,Female,Athlete,Brazil,Brazil,177,0,['Handball'],['Women'],28/07/2000,Athlete,,,Portuguese
1561256,ROSA K,Female,Athlete,Brazil,Brazil,178,0,['Handball'],['Women'],25/01/2004,Athlete,,,"English, Portuguese"
1561257,ARAUJO L,Female,Athlete,Brazil,Brazil,167,0,['Handball'],['Women'],1/07/1992,Athlete,Studied Physical Education at Paranaense University (BRA),,"English, Portuguese"
1561261,AROUNIAN M,Female,Athlete,Brazil,Brazil,184,0,['Handball'],['Women'],7/01/2000,Athlete,,,Portuguese
1561264,FERNANDES M,Female,Athlete,Brazil,Brazil,165,0,['Handball'],['Women'],4/01/1996,Athlete,,Four silblings,Portuguese
1561269,MATIELI P,Female,Athlete,Brazil,Brazil,168,0,['Handball'],['Women'],8/11/1988,Athlete,,,"English, Portuguese"
1561272,de ARRUDA R,Female,Athlete,Brazil,Brazil,180,0,['Handball'],['Women'],18/02/1999,Athlete,,,Portuguese
1561274,VIEIRA S,Female,Athlete,Brazil,Brazil,183,0,['Handball'],['Women'],7/10/1991,Athlete,,,"English, Portuguese"
1561276,ARAUJO FROSSARD T,Female,Athlete,Brazil,Brazil,183,0,['Handball'],['Women'],16/05/1994,Athlete,Studied at the Universidade Castelo Branco (BRA),"Sister, Monique",Portuguese
1561303,SEARE D,Male,Athlete,Eritrea,Eritrea,170,0,['Athletics'],"[""Men's 5000m""]",29/12/2004,Athlete,,,Tigrinya
1561316,GRAMBUSCH T,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],4/08/1995,Athlete,,"Brother, Mats",German
1561318,WELLEN N,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],14/12/1994,"Athlete, sport soldier","Economics, Industrial Engineering - Rheinische Fachhochschule Cologne, Germany. Master of Engineering (Industrial Engineering)",One son (born 2023),"English., German"
1561319,GRAMBUSCH M,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],4/11/1992,"Athlete, business owner, student","Business Studies - University of Cologne, Germany","Brother, Tom","English., German"
1561320,MILTKAU M,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],18/08/1990,Athlete,,,German
1561321,MUELLER M,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],3/04/1992,Athlete,"Bachelor of Arts, Business Administration, Hochschule Fresenius, Cologne, Germany (2013-18), Master of Arts, General Management, IU International University of Applied Sciences, Germany  (2018-2021)","Brother, Marius",German
1561322,RUEHR C,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],19/12/1993,"Athlete, student","Studying Medicine, University of Cologne, Germany (2020-present)",,"English, German"
1561323,WINDFEDER L,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],11/05/1995,Athlete,"Law - Heinrich Heine University Dusseldorf, Germany (2014-2019)","Sister, Katharina","English, German"
1561324,ZWICKER M,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],27/02/1987,Athlete,"Sports Science - Humboldt University, Berlin, GER","Father, Detlef","English., German"
1561325,GROSSE J,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],7/01/1997,"Athlete, student","Computer science at Fern University in Hagen, Germany","Father, Thomas Bottcher",German
1561329,HUSE V,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],24/10/1995,"Athlete, student","Sports Science, Teaching, University of Hamburg, Germany",,German
1561330,LORENZ N,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],12/03/1997,Athlete,"Cultural Studies, Economics, University of Mannheim, Germany (2016-2020). Germanic Studies, University of Maryland, USA (2018). MSc Entrepreneurship, Innovation and Management, University of Nottingham, England , GBR (2021-2022)","Father, Micky. Mother, Steffen. Brother, Yannick","English, German"
1561332,ORUZ S,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],5/02/1997,"Athlete, doctor","Medicine, University of Dusseldorf, Germany","Father, Galip. Brother, Timur",German
1561334,PIEPER C,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],31/08/1994,"Athlete, retail marketing specialist","Received a Bachelor's degree Psychology in 2017 and a Master's degree in Psychology, with a focus on work, economy and society from the University of Mannheim (GER). She studied abroad for one semester during her postgraduate degree at the University of Connecticut (Storrs, USA)","Father, Patrick. Mother, Susanne. Younger brothers, Philip and Matthieu. Younger sister, Julie","Dutch, English, French, German, Spanish"
1561339,SCHROEDER A,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],11/09/1994,"Athlete, psychologist","Bachelor of Science, Psychology, University of Hamburg, Germany (2013-2017). Masters of Science, Psychology, University of Hamburg, Germany (2018-2022)",,German
1561341,STAPENHORST C,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],15/06/1995,Athlete,"Bachelor's degree, Architecture, HafenCity University Hamburg, Germany (2014-2020). Master's degree, HafenCity University Hamburg in architecture (2020-2023)",,"English, German"
1561343,WORTMANN A,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],21/10/1996,"Athlete, student","Psychology, University of Hamburg, Germany",,German
1561348,WENZEL B,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],31/03/1997,Athlete,"Bachelor of Science, HafenCity University Hamburg, Germany (2016-2020). Master of science, Technical University Berlin, Germany (2020-2023)",,German
1561350,HORN K,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],12/02/1995,Athlete,,,"English, German"
1561352,KUBALSKI N,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],3/09/1993,"Athlete, controller","Bachelor of Arts, Economics, Westphalian University of Applied Sciences, Germany (2014-2018). Masters degree, IU International University of Applied Sciences, Germany (2020)",,German
1561360,KAUFMANN PP,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],21/06/1996,Athlete,,,German
1561362,PRINZ T,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],7/07/1998,Athlete,,,"English., German"
1561365,HINRICHS T,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],17/09/1999,"Athlete, student","Studies Business Administration, University of Manheim, Germany",,German
1561374,HELLWIG M,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],23/10/1997,"Athlete, sport soldier, student",Received a Bachelor's degree in Sport Science from the German Sport University Cologne in 2022 and is now pursuing a second degree from the University of Duisberg-Essen (GER),,German
1561377,MUELLER H,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],18/05/2000,Athlete,,,German
1561381,WEIGAND J,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],20/04/2000,Athlete,,,German
1561386,LUDWIG M,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],14/09/2001,"Athlete, student, sport soldier","Studies at the University of Duisburg-Essen, Germany (2020-2024)",,German
1561393,DAVIDSMEYER E,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],30/03/1999,"Athlete, student",Studies Medicine,,German
1561395,KURZ S,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],20/05/2000,Athlete,,,German
1561397,MICHEEL L,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],29/04/1998,"Athlete, student","Law, University of Hamburg",,German
1561398,NOLTE L,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],5/02/2001,Athlete,,,German
1561399,ZIMMERMANN S,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],15/06/1999,"Athlete, student","Business, University of Mannheim, Germany",,"English, German"
1561402,DANNEBERG JP,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],8/11/2002,"Athlete, student",Studies Management Economics and Social Sciences at the University of Cologne (GER),,German
1561405,FLESCHUETZ J,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],23/10/2002,"Athlete, student",Studies Law,,German
1561408,WEIDEMANN L,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],15/09/2003,Athlete,,,German
1561409,WIEDERMANN F,Female,Athlete,Germany,Germany,0,0,['Hockey'],['Women'],28/01/2002,Athlete,,,German
1561413,PEILLAT G,Male,Athlete,Germany,Germany,0,0,['Hockey'],['Men'],12/08/1992,Athlete,,"Partner, Florencia Martina Habif",Spanish
1561430,MEBRAHTU M,Male,Athlete,Eritrea,Eritrea,173,0,['Athletics'],"[""Men's 10,000m""]",21/09/2003,Athlete,,,Tigrinya
1561708,DANIEL R,Female,Athlete,Eritrea,Eritrea,168,0,['Athletics'],"[""Women's 10,000m""]",16/11/2001,Athlete,,,Tigrinya
1561770,SEIDLER P,Male,Athlete,Namibia,Namibia,0,0,['Marathon Swimming'],"[""Men's 10km""]",25/03/1998,Athlete,"Studied Business Management, Marketing at Institute of Information Technology (NAM)","Mother, Nadja. Brother, Daniel",English
1561773,TRAJKOVIC M,Male,Athlete,Cyprus,Cyprus,188,0,['Athletics'],"[""Men's 110m Hurdles""]",17/03/1992,Athlete,"Graphic Design, Multimedia at Cyprus University of Technology (Limassol, CYP)","Wife, Niki","English, Greek, Serbian"
1561789,TORRES G,Female,Athlete,Puerto Rico,United States,152,0,['Athletics'],"[""Women's 100m""]",26/03/2003,"Athlete, student","Studies at Universidad Ana G. Mendez (San Juan, PUR)",One older brother,Spanish
1561820,FOTOPOULOU O,Female,Athlete,Cyprus,Cyprus,163,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",20/12/1996,Athlete,"Biology at University of Alabama (Tuscaloosa, AL, USA) and Biotechnology in Vitro Fertilization and Reproduction (Master's) at University of Valencia (ESP)","Father, Stergios. Mother, Maria. Twin sister, Filippa","English, Greek, Spanish"
1561939,FERREIRA J,Female,Athlete,Mozambique,Mozambique,0,0,['Judo'],['Women -52 kg'],16/12/1997,"Athlete, informatics and telecommunications engineer, working in business continuity management","Graduated in 2022 with a degree in Computer and Telecommunications Engineering, Universidade A Politécnica (Maputo, MOZ)",Boyfriend: Artur Carlos Junior,Portuguese
